order_id,customer_id,product_id,quantity,unit_price,total_price,order_date
507,55,4,3,14.39,43.17,2022-06-06
697,80,1,4,11.82,47.28,2021-06-28
632,45,4,4,6.18,24.72,2022-10-12
475,43,2,4,13.41,53.64,2022-07-05
16,93,6,4,6.57,26.28,2022-01-26
419,36,2,2,2.53,5.06,2021-05-02
250,56,5,4,7.11,28.44,2022-02-06
657,66,1,2,3.23,6.46,2021-01-24
306,18,4,4,13.29,53.16,2022-11-12
86,93,2,4,13.01,52.04,2021-12-11
561,8,7,1,13.85,13.85,2020-07-18
280,79,1,1,7.54,7.54,2022-02-20
222,57,5,4,6.4,25.6,2020-04-27
309,97,3,2,2.5,5.0,2022-01-19
661,47,4,4,12.34,49.36,2021-10-01
78,89,1,3,1.45,4.35,2022-10-23
113,79,3,3,4.87,14.61,2020-01-20
226,9,7,3,4.61,13.83,2022-09-26
319,87,5,2,11.27,22.54,2022-03-14
591,55,6,1,3.97,3.97,2022-07-29
445,77,7,4,13.1,52.4,2020-09-18
543,76,1,3,4.31,12.93,2021-06-08
648,24,1,4,7.22,28.88,2021-05-20
573,86,2,1,10.67,10.67,2021-01-23
311,17,2,1,13.23,13.23,2020-11-01
543,87,3,3,12.13,36.39,2022-05-26
23,95,1,2,10.36,20.72,2022-06-15
530,43,4,4,13.04,52.16,2021-08-10
289,8,2,3,14.68,44.04,2021-03-24
118,95,7,4,3.18,12.72,2022-06-04
144,100,6,1,14.65,14.65,2021-11-20
63,69,3,1,1.76,1.76,2022-06-20
13,90,6,2,10.39,20.78,2020-11-22
682,5,7,3,5.13,15.39,2020-12-13
433,95,4,4,11.49,45.96,2020-04-18
677,98,2,2,8.1,16.2,2020-09-28
327,19,6,1,1.27,1.27,2022-03-16
115,60,5,2,4.39,8.78,2020-03-19
520,34,5,1,8.01,8.01,2021-04-28
390,5,2,2,2.89,5.78,2022-07-28
86,62,7,3,14.14,42.42,2020-10-03
504,88,3,3,1.55,4.65,2021-04-13
372,45,3,3,12.5,37.5,2021-07-07
171,90,2,4,1.09,4.36,2021-10-25
671,87,4,3,4.01,12.03,2021-06-26
206,23,3,3,7.45,22.35,2020-12-29
308,52,1,3,5.81,17.43,2020-02-18
181,38,2,2,9.64,19.28,2020-05-21
616,45,2,4,6.36,25.44,2020-08-01
362,61,6,1,12.88,12.88,2020-03-28
89,25,4,2,3.33,6.66,2022-09-24
399,100,6,2,5.33,10.66,2022-10-07
553,15,6,3,5.81,17.43,2021-06-29
35,39,6,3,5.23,15.69,2021-10-02
346,48,7,3,3.39,10.17,2020-03-02
216,89,4,3,14.87,44.61,2020-01-22
360,86,4,1,5.5,5.5,2021-10-25
168,61,6,1,10.88,10.88,2022-12-12
282,77,6,1,11.25,11.25,2022-09-08
697,71,6,4,8.56,34.24,2022-01-31
370,16,3,2,5.74,11.48,2020-02-09
452,5,6,4,5.27,21.08,2022-07-01
36,6,2,3,9.08,27.24,2022-12-26
585,86,5,1,1.03,1.03,2020-04-14
584,75,7,3,4.02,12.06,2021-08-22
533,42,1,4,11.68,46.72,2020-12-21
271,34,1,1,5.5,5.5,2021-06-15
568,59,6,4,12.2,48.8,2022-03-05
3,58,4,1,13.99,13.99,2020-11-13
678,91,3,4,12.77,51.08,2020-08-06
689,54,5,3,1.99,5.97,2022-01-09
151,61,1,1,11.19,11.19,2020-05-20
437,27,3,1,4.08,4.08,2020-08-10
619,53,7,4,14.76,59.04,2020-04-13
411,59,2,1,10.58,10.58,2020-12-09
113,56,5,2,9.14,18.28,2020-08-16
630,94,1,2,11.81,23.62,2022-02-19
463,13,5,2,2.68,5.36,2022-12-17
628,95,4,4,10.87,43.48,2021-09-11
517,6,7,1,13.87,13.87,2022-03-31
465,53,3,4,2.57,10.28,2022-05-28
528,80,7,1,13.62,13.62,2021-05-04
332,3,1,4,11.04,44.16,2020-11-28
627,18,1,2,3.76,7.52,2022-06-10
185,37,6,1,12.38,12.38,2021-11-11
165,21,4,1,6.74,6.74,2020-06-20
124,28,3,1,4.29,4.29,2021-01-24
154,60,2,1,2.66,2.66,2021-09-30
344,19,7,2,10.59,21.18,2020-01-16
378,24,7,2,4.22,8.44,2022-09-21
401,59,2,4,2.97,11.88,2020-01-26
618,76,7,2,6.94,13.88,2020-11-19
244,30,6,3,3.69,11.07,2021-11-16
513,23,7,2,14.11,28.22,2021-02-25
518,29,6,4,10.22,40.88,2022-05-19
165,70,5,1,6.3,6.3,2022-10-04
28,35,4,3,12.73,38.19,2022-09-21
559,1,2,2,1.48,2.96,2020-10-26
151,27,1,3,1.87,5.61,2022-10-17
429,34,5,1,5.19,5.19,2021-06-04
374,7,4,2,12.1,24.2,2022-06-29
182,58,5,2,14.42,28.84,2020-02-22
555,76,3,2,5.04,10.08,2020-11-01
559,21,6,1,12.21,12.21,2022-12-20
539,31,3,4,14.18,56.72,2021-03-22
5,19,3,4,13.23,52.92,2021-02-25
166,26,3,1,14.4,14.4,2021-12-26
15,70,1,4,13.56,54.24,2020-02-22
15,60,5,2,4.62,9.24,2021-06-18
426,56,2,3,10.35,31.05,2020-03-22
663,80,2,3,7.61,22.83,2022-11-17
173,82,6,1,14.66,14.66,2021-09-10
278,23,7,4,11.51,46.04,2020-07-17
265,85,2,3,9.47,28.41,2020-11-29
590,29,1,4,1.09,4.36,2022-09-28
288,76,5,3,10.91,32.73,2020-07-28
365,44,7,4,12.08,48.32,2020-02-04
119,83,2,3,6.15,18.45,2022-03-19
621,51,2,4,14.31,57.24,2022-12-02
700,63,6,4,11.17,44.68,2022-12-31
564,27,5,3,5.46,16.38,2022-09-15
224,60,6,4,8.52,34.08,2021-07-07
55,51,4,1,2.58,2.58,2020-08-18
460,3,3,3,10.5,31.5,2021-12-02
464,99,7,2,4.65,9.3,2022-11-18
69,55,4,2,10.92,21.84,2021-11-22
139,54,4,3,3.21,9.63,2021-09-30
341,25,2,4,12.89,51.56,2022-02-11
182,71,1,3,13.86,41.58,2020-12-27
391,71,1,3,9.56,28.68,2021-01-07
220,35,5,2,6.12,12.24,2020-10-25
158,39,2,4,9.81,39.24,2021-03-28
563,89,5,4,5.83,23.32,2021-08-30
419,13,5,4,9.07,36.28,2022-08-23
81,21,1,3,2.34,7.02,2020-07-30
209,97,2,3,3.19,9.57,2022-06-20
215,74,2,4,8.21,32.84,2020-01-16
445,56,1,2,4.0,8.0,2022-12-16
243,36,5,4,14.34,57.36,2020-06-29
118,92,3,4,9.51,38.04,2020-09-12
633,46,4,1,3.86,3.86,2022-03-01
294,29,4,1,11.58,11.58,2021-07-18
430,23,3,4,10.14,40.56,2021-09-19
565,93,3,3,11.21,33.63,2022-04-04
208,55,6,4,3.51,14.04,2022-04-29
100,61,2,3,13.38,40.14,2021-03-04
